MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,WEATHER_DELAY,LATE_AIRCRAFT_DELAY,CARRIER_DELAY,DELAYED
4,28,2,DL,JFK,DFW,1471,14,0,13,0,0
1,25,7,DL,LAX,DEN,1374,0,0,0,0,0
11,27,1,UA,DFW,JFK,1802,0,0,0,0,0
10,18,2,DL,LAX,SEA,93,40,0,0,43,1
8,10,4,SW,ATL,JFK,651,0,0,0,0,0
5,8,7,AS,DEN,ATL,1585,10,0,0,12,0
7,16,1,SW,ATL,DFW,1662,7,0,0,0,0
8,25,1,WN,DFW,SEA,1613,71,0,65,0,1
6,2,3,SW,DEN,JFK,1043,56,0,55,0,1
11,10,5,DL,DFW,SFO,1707,0,0,0,0,0
8,7,2,DL,SEA,LAX,1777,40,0,37,0,1
4,26,4,AS,ORD,JFK,1407,0,0,0,0,0
2,22,5,SW,ATL,SFO,2019,0,0,0,0,0
12,20,4,DL,DFW,SEA,1274,7,0,0,0,0
5,8,2,SW,SFO,JFK,980,4,0,0,0,0
8,6,3,AS,ATL,DFW,2177,0,0,0,0,0
12,8,1,AA,SFO,JFK,2166,43,0,34,0,1
12,13,6,SW,DEN,DFW,1355,3,0,0,0,0
12,25,6,UA,DFW,ORD,982,3,0,0,0,0
7,13,6,SW,SEA,JFK,260,16,0,0,11,1
5,12,1,SW,ATL,SFO,1360,4,0,0,0,0
9,3,7,UA,ORD,JFK,1634,7,0,0,0,0
7,10,7,WN,ORD,ATL,981,76,55,0,23,1
5,6,4,AA,DEN,ATL,1084,0,0,0,0,0
7,27,1,UA,SFO,ORD,874,81,0,72,0,1
4,4,6,AA,ATL,SFO,499,0,0,0,0,0
3,4,1,UA,JFK,ATL,2281,3,0,0,0,0
12,6,4,SW,JFK,ORD,1093,0,0,0,0,0
2,16,2,AS,ORD,JFK,103,0,0,0,0,0
4,15,4,WN,ORD,SFO,1761,24,0,0,29,1
2,9,1,AS,ATL,JFK,1462,0,0,0,0,0
1,12,3,AS,ATL,LAX,103,0,0,0,0,0
2,10,2,UA,JFK,SFO,798,36,0,38,0,1
4,25,4,SW,LAX,DEN,673,45,0,0,39,1
6,23,2,SW,SEA,LAX,109,10,0,0,0,0
4,12,2,AS,SFO,DEN,1442,2,0,0,0,0
3,6,2,AS,JFK,LAX,778,24,0,0,18,1
8,23,6,DL,SFO,LAX,529,0,0,0,0,0
8,13,1,AA,JFK,ATL,2094,0,0,0,0,0
9,26,2,DL,SEA,ATL,404,50,7,0,41,1
9,22,5,AS,ORD,SEA,367,8,0,0,0,0
12,25,3,SW,DEN,JFK,1648,0,0,0,0,0
3,7,2,AS,ORD,LAX,661,4,0,0,0,0
5,5,3,SW,ORD,SEA,754,7,0,0,0,0
3,27,5,UA,DFW,ORD,201,10,0,0,0,0
4,3,7,AS,LAX,SFO,227,0,0,0,0,0
4,1,4,AS,SFO,LAX,2289,5,0,0,0,0
3,1,6,AA,DFW,JFK,1578,4,0,0,0,0
11,13,2,SW,JFK,SFO,1496,10,0,0,0,0
1,12,3,UA,LAX,JFK,713,8,0,0,0,0
12,9,1,AA,SFO,ORD,1754,7,0,0,0,0
10,7,5,UA,JFK,DEN,2034,0,0,0,0,0
3,1,3,DL,SEA,LAX,61,94,55,0,42,1
3,10,1,DL,DFW,JFK,1761,9,0,0,0,0
7,2,5,SW,JFK,LAX,303,0,0,0,0,0
10,25,2,DL,JFK,SFO,1594,53,0,43,0,1
11,18,4,UA,DFW,JFK,851,4,0,0,0,0
4,4,5,AA,SEA,ORD,1264,5,0,0,0,0
3,8,1,DL,ATL,ORD,495,32,0,0,22,1
7,9,3,SW,JFK,SEA,1163,35,0,0,26,1
7,10,3,SW,SEA,DFW,1642,4,0,0,0,0
2,14,7,DL,SEA,ORD,1747,70,0,42,26,1
6,11,6,DL,JFK,LAX,154,8,0,0,0,0
10,6,4,WN,LAX,ATL,2316,94,0,89,0,1
4,2,6,UA,JFK,SFO,32,19,0,0,10,1
7,22,2,WN,DEN,LAX,320,5,0,0,0,0
10,13,3,UA,SEA,SFO,1780,4,0,0,0,0
12,8,3,AS,DEN,JFK,298,38,0,0,36,1
10,8,7,AS,DEN,ORD,1846,8,0,0,0,0
5,1,5,AS,ORD,LAX,919,52,21,0,30,1
10,22,7,SW,DEN,ATL,1020,9,0,0,0,0
3,2,6,DL,LAX,JFK,1960,6,0,0,0,0
4,10,6,AS,SEA,ORD,1379,0,0,0,0,0
1,8,1,AA,DEN,ORD,2321,0,0,0,0,0
12,20,2,SW,ATL,JFK,112,0,0,0,0,0
2,7,6,WN,SFO,JFK,1611,1,0,0,0,0
6,19,3,AS,JFK,ATL,2274,37,0,0,36,1
2,9,6,UA,DEN,LAX,1062,0,0,0,0,0
4,18,5,UA,ATL,ORD,1214,0,0,0,0,0
1,28,2,DL,DEN,DFW,1199,0,0,0,0,0
5,8,6,WN,SEA,DEN,1623,40,0,0,35,1
12,23,2,SW,DEN,DFW,205,52,0,0,42,1
8,10,1,WN,DEN,LAX,153,20,0,0,14,1
1,6,2,SW,DEN,DFW,1600,0,0,0,0,0
4,7,2,SW,ORD,SFO,957,50,1,51,0,1
4,7,1,DL,ATL,ORD,808,42,0,0,44,1
11,14,7,WN,SFO,JFK,43,6,0,0,0,0
6,8,6,AA,ORD,DFW,1516,25,0,22,0,1
8,6,2,AA,DFW,ORD,539,66,34,0,37,1
2,15,6,DL,ORD,SEA,542,29,0,0,26,1
11,18,4,AS,LAX,JFK,1950,3,0,0,0,0
7,4,5,SW,ORD,DFW,204,9,0,0,0,0
3,26,6,WN,ORD,DFW,2071,15,0,19,0,0
10,26,6,UA,SEA,DFW,2186,0,0,0,0,0
4,16,2,AS,DFW,DEN,2348,25,0,23,5,1
1,4,5,WN,ATL,ORD,1419,0,0,0,0,0
11,3,4,AA,JFK,ORD,147,6,0,0,0,0
2,19,5,SW,DEN,SEA,1453,0,0,0,0,0
8,4,2,DL,ORD,DEN,1588,0,0,0,0,0
3,1,3,UA,ORD,LAX,462,3,0,0,0,0
10,21,4,DL,DFW,SEA,6,4,0,0,0,0
5,10,4,AA,DEN,SFO,2124,0,0,0,0,0
5,15,1,DL,ATL,JFK,1532,6,0,0,0,0
2,20,7,UA,DFW,JFK,1835,7,0,0,0,0
7,21,6,DL,ORD,SFO,1296,10,0,0,0,0
8,11,7,DL,ORD,DFW,2323,6,0,0,0,0
9,3,2,SW,ORD,ATL,1510,16,0,0,18,1
2,11,7,WN,DFW,ATL,621,7,0,0,0,0
4,14,2,WN,ORD,SEA,1673,0,0,0,0,0
1,14,4,AA,SFO,SEA,1061,83,0,85,0,1
4,7,6,AA,DFW,SEA,2204,36,0,34,0,1
12,28,2,AA,LAX,ORD,621,69,53,0,18,1
12,12,5,DL,SEA,DEN,1708,0,0,0,0,0
2,25,5,AA,SFO,ORD,2278,0,0,0,0,0
11,1,1,WN,ORD,SFO,2058,10,0,0,0,0
4,27,3,SW,SFO,JFK,1588,4,0,0,0,0
12,4,5,WN,ORD,LAX,1213,26,0,18,0,1
3,6,1,DL,ORD,ATL,1251,21,0,20,0,1
2,10,6,WN,LAX,ATL,1929,8,0,0,0,0
10,20,5,SW,DEN,SFO,2157,40,10,0,35,1
1,8,4,WN,SEA,ATL,688,44,0,44,0,1
9,11,2,SW,SEA,LAX,394,64,40,22,0,1
9,23,1,UA,ORD,DEN,700,0,0,0,0,0
8,13,5,AS,SEA,LAX,1873,0,0,0,0,0
9,7,7,SW,SEA,SFO,834,0,0,0,0,0
9,11,6,AA,SEA,LAX,1628,0,0,0,0,0
1,3,2,DL,ORD,LAX,924,2,0,0,0,0
6,6,4,AS,LAX,SFO,1953,0,0,0,0,0
7,16,4,WN,LAX,SEA,177,0,0,0,0,0
1,21,5,SW,LAX,JFK,1091,25,0,16,0,1
7,4,4,SW,LAX,DFW,1716,4,0,0,0,0
6,22,4,DL,ATL,SEA,617,7,0,0,0,0
9,13,7,DL,SFO,DEN,385,0,0,0,0,0
6,11,2,SW,DEN,SEA,1782,55,0,56,0,1
10,28,5,AA,JFK,ORD,1946,4,0,0,0,0
2,25,4,SW,SEA,DFW,88,4,0,0,0,0
11,22,4,UA,SFO,SEA,2338,1,0,0,0,0
10,26,5,UA,LAX,DEN,1892,5,0,0,0,0
4,13,6,SW,LAX,DEN,1199,5,0,0,0,0
1,26,5,DL,SEA,ATL,1338,21,0,4,8,1
1,13,4,UA,ATL,LAX,2229,0,0,0,0,0
4,1,5,SW,DFW,JFK,168,2,0,0,0,0
10,20,6,WN,DEN,JFK,434,0,0,0,0,0
3,15,7,UA,ATL,LAX,2,7,0,0,0,0
2,19,7,SW,SFO,SEA,832,63,60,0,0,1
10,7,7,WN,DEN,DFW,1838,0,0,0,0,0
11,4,5,WN,ORD,DEN,143,38,40,0,0,1
1,8,3,UA,DEN,ORD,538,3,0,0,0,0
11,11,4,SW,SEA,JFK,1532,0,0,0,0,0
2,11,3,SW,SEA,JFK,1956,0,0,0,0,0
3,4,5,AA,SFO,LAX,882,0,0,0,0,0
5,16,3,WN,SEA,ORD,2216,2,0,0,0,0
10,14,3,DL,LAX,JFK,949,0,0,0,0,0
3,10,3,AS,SFO,LAX,416,0,0,0,0,0
1,24,2,WN,ORD,SEA,757,55,0,0,45,1
4,25,6,DL,JFK,DFW,643,2,0,0,0,0
10,12,5,UA,SFO,DEN,1330,6,0,0,0,0
3,23,7,UA,LAX,DEN,473,0,0,0,0,0
8,3,1,UA,ATL,SFO,193,9,0,0,0,0
5,9,4,DL,SFO,SEA,879,60,0,56,0,1
2,27,7,WN,LAX,DFW,1229,3,0,0,0,0
5,28,5,DL,ATL,DFW,947,0,0,0,0,0
9,7,4,AA,LAX,SEA,823,0,0,0,0,0
7,2,5,WN,ORD,JFK,2280,51,50,0,0,1
1,10,7,SW,SEA,LAX,1294,48,0,0,44,1
7,11,7,AS,DFW,ORD,927,0,0,0,0,0
9,19,7,AA,SFO,DFW,1959,0,0,0,0,0
12,16,4,AS,SEA,LAX,1628,46,0,39,0,1
3,19,5,SW,DEN,DFW,1761,32,0,0,37,1
12,2,1,AA,SFO,DFW,933,5,0,0,0,0
3,4,6,AA,SEA,SFO,2138,7,0,0,0,0
5,24,5,SW,DEN,SFO,1875,6,0,0,0,0
8,11,6,AS,SFO,JFK,2129,33,0,0,37,1
3,5,1,WN,JFK,SFO,2206,0,0,0,0,0
3,10,5,SW,DFW,SEA,1850,4,0,0,0,0
5,11,7,AA,DEN,JFK,844,23,0,0,25,1
2,6,6,DL,ATL,ORD,2163,0,0,0,0,0
2,19,2,SW,JFK,SEA,2206,55,60,0,0,1
12,26,5,AS,ORD,JFK,431,0,0,0,0,0
9,28,4,WN,DFW,LAX,1530,48,53,0,0,1
12,15,6,AA,SFO,LAX,518,27,0,15,15,1
1,8,7,SW,ORD,JFK,2349,5,0,0,0,0
6,4,2,AS,SEA,ATL,2350,31,33,0,0,1
9,23,1,AA,DEN,ORD,249,1,0,0,0,0
7,3,3,AS,JFK,LAX,1552,106,0,56,44,1
9,24,5,WN,DFW,LAX,1446,5,0,0,0,0
9,11,7,WN,LAX,DFW,1195,7,0,0,0,0
7,8,5,WN,ORD,DFW,1420,55,0,48,0,1
11,20,1,AS,ORD,JFK,2081,1,0,0,1,0
9,20,4,AS,SEA,DFW,19,12,0,0,5,0
5,9,1,AS,SEA,ATL,143,5,0,0,0,0
11,7,3,SW,DEN,DFW,1087,60,23,0,42,1
3,16,2,AA,DEN,LAX,1993,0,0,0,0,0
5,21,3,AS,DEN,DFW,475,1,0,0,0,0
1,19,4,SW,ATL,DEN,2028,0,0,0,0,0
10,6,2,SW,DEN,SFO,2085,6,0,0,0,0
2,28,6,DL,SFO,DEN,1858,1,0,0,0,0
1,21,4,SW,LAX,JFK,432,0,0,0,0,0
4,10,2,SW,LAX,SFO,2021,6,0,0,0,0
9,8,6,DL,DFW,DEN,1163,0,0,0,0,0
4,23,1,SW,ATL,SFO,461,8,0,0,0,0
1,6,5,DL,SEA,LAX,1428,13,0,0,16,0
11,28,2,DL,LAX,SFO,142,0,0,0,0,0
5,25,3,AA,ATL,LAX,2026,1,0,0,0,0
3,9,3,DL,LAX,ATL,1977,0,0,0,0,0
3,25,3,SW,JFK,ATL,2285,8,0,0,0,0
4,6,2,UA,LAX,DEN,1222,45,0,0,44,1
3,14,1,AA,ATL,LAX,788,25,0,0,24,1
1,16,1,DL,SEA,DFW,695,102,59,0,38,1
4,13,7,WN,ORD,ATL,2339,0,0,0,0,0
1,11,4,WN,SFO,ATL,245,82,15,72,0,1
8,7,5,WN,LAX,ORD,141,20,0,0,13,1
10,2,6,SW,JFK,ATL,1596,21,0,0,16,1
12,25,3,AS,SEA,JFK,458,18,0,21,0,1
8,27,1,WN,DEN,ORD,1003,18,0,0,14,1
5,28,7,DL,ORD,DFW,590,108,25,43,37,1
2,5,6,AS,ATL,SFO,1112,10,0,0,0,0
3,13,5,AA,DFW,SEA,748,2,0,0,0,0
3,16,4,AA,JFK,DEN,1229,114,0,86,22,1
10,18,3,AA,SEA,ATL,538,31,0,0,34,1
3,26,4,SW,SEA,JFK,1169,3,0,0,0,0
8,18,4,SW,SEA,LAX,876,3,0,0,0,0
5,15,3,AA,DFW,DEN,2283,12,0,0,2,0
5,20,7,SW,ORD,ATL,1790,74,0,73,0,1
7,20,6,AS,ORD,JFK,808,3,0,0,0,0
9,14,3,WN,ATL,SFO,646,5,0,0,0,0
5,14,2,DL,ATL,ORD,270,0,0,0,0,0
1,12,3,AA,DFW,JFK,892,71,1,66,0,1
12,23,4,WN,DFW,SFO,455,63,0,66,0,1
2,9,1,WN,ATL,LAX,378,2,0,0,0,0
3,22,4,DL,JFK,SFO,2178,0,0,0,0,0
7,1,5,AS,SFO,ORD,2225,8,0,0,0,0
8,9,4,DL,ATL,LAX,94,3,0,0,0,0
11,8,2,WN,LAX,ATL,1000,9,0,12,0,0
6,3,6,SW,SFO,SEA,1061,77,0,73,0,1
3,1,2,AS,DEN,JFK,49,21,13,0,0,1
7,1,4,UA,SEA,DEN,1025,7,0,0,0,0
7,15,2,AS,ATL,LAX,239,0,0,0,0,0
3,23,7,SW,LAX,SEA,2076,32,0,28,0,1
1,5,4,DL,ATL,SFO,1419,32,0,33,0,1
8,8,7,UA,DFW,DEN,1276,9,0,0,0,0
1,1,3,AA,ORD,SFO,387,49,0,0,44,1
2,18,1,AS,SEA,ATL,723,0,0,0,0,0
5,22,7,WN,LAX,ATL,249,35,0,0,27,1
1,2,1,DL,DFW,SFO,587,21,0,22,0,1
10,24,6,WN,LAX,DFW,366,6,0,0,0,0
1,16,6,WN,SEA,JFK,1331,3,0,0,0,0
5,13,6,AA,DEN,SEA,727,2,0,0,0,0
11,10,4,AA,LAX,SFO,360,64,0,63,0,1
12,10,4,DL,DEN,LAX,1432,8,0,0,0,0
9,6,2,UA,LAX,SEA,516,23,0,0,28,1
9,13,7,WN,SEA,ORD,1639,0,0,0,0,0
10,15,4,SW,JFK,DEN,1104,0,0,0,0,0
11,6,5,AA,DFW,ORD,61,134,59,65,0,1
5,5,2,DL,SFO,JFK,1113,8,0,0,0,0
12,25,4,SW,ORD,ATL,617,56,50,0,0,1
3,12,3,SW,ORD,ATL,1637,0,0,0,0,0
2,4,6,AS,JFK,SEA,801,13,0,18,0,0
11,14,2,UA,DFW,ORD,1177,0,0,0,0,0
9,17,3,SW,SEA,DEN,95,0,0,0,0,0
6,28,1,AA,ATL,ORD,373,3,0,0,0,0
2,26,6,DL,DFW,JFK,120,8,0,0,0,0
1,27,2,WN,ORD,ATL,2069,0,0,0,0,0
12,7,1,SW,JFK,DEN,202,52,51,0,0,1
5,16,7,AA,DFW,ATL,2033,8,0,0,0,0
1,25,6,AA,SEA,LAX,1453,0,0,0,0,0
12,17,3,AA,DEN,JFK,1911,0,0,0,0,0
11,4,1,DL,JFK,ORD,915,30,0,0,30,1
9,17,6,WN,ATL,DEN,563,23,0,0,14,1
2,14,1,WN,ATL,SFO,2097,0,0,0,0,0
3,7,6,SW,SEA,ORD,1970,27,0,25,0,1
1,15,4,SW,LAX,ATL,745,6,0,0,0,0
6,15,7,SW,ATL,LAX,695,0,0,0,0,0
4,13,2,DL,LAX,DEN,155,7,0,0,0,0
9,12,7,WN,DEN,DFW,1933,48,51,0,0,1
7,20,6,AA,DFW,SFO,1493,0,0,0,0,0
6,2,6,AA,SEA,ORD,594,7,0,1,0,0
1,27,6,SW,DEN,JFK,641,0,0,0,0,0
10,18,7,DL,ORD,DFW,2219,0,0,0,0,0
5,4,6,WN,LAX,JFK,63,20,0,0,23,1
7,16,6,UA,SEA,SFO,1191,5,0,0,0,0
4,10,5,AA,LAX,ATL,1334,17,7,0,0,1
7,9,7,DL,JFK,DEN,1738,65,0,60,0,1
6,24,7,AA,ORD,SFO,312,0,0,0,0,0
3,8,5,UA,JFK,DEN,403,0,0,0,0,0
11,26,5,WN,ORD,LAX,1570,24,18,0,0,1
5,14,7,WN,JFK,LAX,150,9,0,0,13,0
9,15,1,UA,SEA,JFK,1079,2,0,0,0,0
8,22,6,AA,DFW,ATL,1993,0,0,0,0,0
8,10,7,AA,DEN,SFO,1328,0,0,0,0,0
10,6,3,UA,SEA,SFO,2163,94,0,57,33,1
1,15,4,WN,DEN,LAX,42,0,0,0,0,0
8,3,7,AS,DFW,ORD,852,8,0,0,0,0
12,5,3,SW,ORD,LAX,2166,0,0,0,0,0
7,22,6,AA,DEN,SFO,2143,0,0,0,0,0
12,11,7,UA,DFW,ORD,24,66,0,67,0,1
8,7,5,WN,LAX,DFW,1840,17,0,0,12,1
7,15,1,AS,JFK,DEN,1897,8,0,0,0,0
2,19,6,AA,DFW,JFK,2158,7,0,0,0,0
12,27,2,WN,DFW,LAX,244,10,0,0,0,0
2,4,7,AA,JFK,SEA,1519,10,0,0,0,0
2,14,2,AA,DEN,LAX,2224,7,0,0,0,0
10,18,2,AA,SFO,LAX,424,37,0,0,37,1
3,1,2,AS,SEA,DEN,2251,59,56,0,0,1
8,27,1,AA,SEA,DEN,103,0,0,0,0,0
4,26,1,WN,DFW,DEN,161,4,0,0,0,0
10,7,2,DL,SEA,JFK,1879,2,0,0,0,0
2,28,7,WN,ORD,SFO,1141,0,0,0,0,0
9,8,5,AA,SEA,JFK,1331,5,0,0,0,0
2,23,5,DL,DFW,LAX,1892,0,0,0,0,0
3,19,1,WN,DFW,ORD,195,0,0,0,0,0
3,27,4,AS,SEA,DFW,1618,0,0,0,0,0
9,21,3,UA,DFW,SFO,2003,0,0,0,0,0
8,24,1,SW,SEA,ORD,11,8,0,0,0,0
1,6,1,SW,ATL,SEA,423,2,0,0,2,0
3,25,1,UA,DEN,JFK,975,0,0,0,0,0
10,8,2,DL,SFO,LAX,1012,18,0,21,0,1
1,5,7,UA,SFO,ORD,243,5,0,0,0,0
5,11,7,AS,ATL,ORD,1658,4,0,0,0,0
12,26,2,SW,DFW,JFK,1005,7,0,0,0,0
3,19,4,DL,ATL,JFK,2201,38,36,0,0,1
2,5,7,UA,DEN,ATL,662,49,0,42,0,1
6,28,5,SW,ORD,ATL,482,0,0,0,0,0
8,15,3,SW,SFO,ORD,655,3,0,0,0,0
11,3,5,DL,JFK,ORD,400,2,0,0,0,0
2,16,3,DL,SEA,LAX,1734,7,0,0,0,0
5,13,1,DL,ATL,SFO,1743,0,0,0,0,0
10,19,2,AS,DEN,ORD,562,0,0,0,0,0
6,23,2,UA,SFO,ATL,1301,48,13,0,37,1
5,8,6,AA,JFK,DFW,1888,0,0,0,0,0
6,23,6,UA,ORD,LAX,382,5,0,0,0,0
12,18,7,AA,ORD,SEA,30,8,0,0,0,0
8,21,4,SW,DFW,LAX,960,8,0,0,0,0
6,4,3,SW,ATL,ORD,1393,8,0,0,0,0
5,2,5,UA,SFO,SEA,2159,5,0,0,0,0
12,14,6,WN,ORD,DEN,704,32,32,0,0,1
6,10,2,AS,SFO,SEA,1528,37,37,0,0,1
3,28,3,AA,LAX,SFO,751,7,0,0,0,0
3,25,3,WN,ORD,SFO,1684,0,0,0,0,0
2,28,2,DL,DFW,ORD,357,0,0,0,0,0
10,23,6,WN,SEA,LAX,1816,31,26,0,0,1
1,19,3,WN,DFW,LAX,273,47,0,0,45,1
10,3,1,AS,LAX,SFO,899,0,0,0,0,0
3,6,3,WN,LAX,ATL,910,0,0,5,0,0
9,5,4,WN,ATL,DFW,1638,83,0,87,0,1
8,14,7,DL,SEA,ORD,894,0,0,0,0,0
10,11,2,WN,ORD,LAX,1111,0,0,0,0,0
4,22,1,DL,DFW,JFK,1680,3,0,0,0,0
5,23,1,WN,DEN,LAX,819,4,0,0,0,0
2,24,2,WN,ORD,DEN,1924,8,0,0,0,0
1,14,7,AS,DFW,JFK,1028,3,0,0,0,0
7,26,1,WN,SFO,JFK,1393,15,0,0,5,0
10,20,5,DL,ORD,DFW,748,14,10,0,0,0
5,25,3,AA,JFK,LAX,897,1,0,0,0,0
9,27,4,SW,DEN,DFW,2335,51,0,45,0,1
12,8,4,DL,SEA,DEN,2325,74,44,0,27,1
2,21,1,AA,SFO,LAX,2051,3,0,0,0,0
3,3,4,AS,DEN,LAX,1315,0,0,0,0,0
10,25,2,WN,LAX,DFW,1750,29,31,0,0,1
5,8,4,SW,DEN,ORD,869,9,0,0,0,0
11,28,3,WN,DEN,DFW,1914,7,0,0,0,0
9,26,7,AA,SFO,SEA,1216,43,0,47,0,1
1,5,4,WN,ORD,SFO,450,69,33,0,29,1
1,10,2,UA,SEA,JFK,1754,150,57,90,0,1
7,19,5,DL,DFW,ATL,1623,7,0,0,0,0
8,23,7,AA,ORD,LAX,751,3,0,0,0,0
2,20,1,SW,JFK,DEN,2076,0,0,0,0,0
7,16,7,DL,SEA,LAX,1247,10,0,0,0,0
7,1,6,UA,SFO,JFK,89,0,0,0,0,0
2,23,4,AA,DEN,SEA,2297,34,0,0,25,1
1,14,4,DL,ORD,JFK,250,38,0,0,43,1
8,7,7,SW,ORD,JFK,2084,72,0,72,0,1
8,4,5,DL,SEA,SFO,1322,2,0,0,0,0
8,3,4,AS,ATL,SFO,1732,7,0,0,0,0
10,10,2,AA,DFW,SEA,2193,0,0,0,0,0
11,25,2,UA,DEN,SEA,78,8,0,0,0,0
8,1,4,SW,ORD,ATL,1392,16,0,0,16,1
5,8,5,SW,DEN,SEA,1004,0,0,0,0,0
8,24,5,AA,SEA,DFW,2056,84,0,81,0,1
11,8,6,AA,SFO,SEA,2161,0,0,0,0,0
2,13,6,UA,ORD,JFK,2093,0,0,0,0,0
2,16,1,SW,ORD,DEN,1222,55,56,3,0,1
9,21,7,AA,JFK,LAX,1647,0,0,0,0,0
11,28,7,UA,DEN,JFK,2156,0,0,0,0,0
8,5,5,SW,SFO,DEN,753,0,0,0,0,0
7,18,1,WN,LAX,SEA,1576,7,0,0,0,0
3,1,5,AA,ORD,JFK,68,7,0,7,0,0
7,7,6,UA,DEN,ORD,894,0,0,0,0,0
11,9,3,SW,JFK,ATL,332,0,0,0,0,0
5,6,6,UA,DFW,DEN,76,23,0,0,14,1
6,8,1,DL,DEN,SFO,1848,2,0,0,0,0
10,13,6,WN,ATL,ORD,1202,4,0,0,0,0
1,12,3,DL,SEA,ORD,2053,6,0,0,0,0
5,22,1,DL,SEA,JFK,1114,0,0,0,0,0
6,28,6,SW,JFK,DFW,1018,8,0,0,0,0
3,7,2,DL,SEA,ATL,1561,8,0,0,0,0
5,19,1,DL,SFO,DEN,1271,0,0,0,0,0
3,24,1,UA,ORD,SFO,2148,0,0,0,0,0
1,13,4,WN,LAX,DEN,2331,7,0,0,0,0
10,19,5,AS,ORD,SFO,2245,10,0,0,0,0
7,18,5,WN,JFK,DFW,767,9,0,0,7,0
5,17,2,AA,DEN,SFO,1011,9,12,0,0,0
3,5,4,AA,ATL,LAX,272,91,0,84,0,1
3,27,5,AS,LAX,JFK,1249,4,0,0,0,0
12,19,1,DL,DEN,ATL,68,0,0,0,0,0
11,27,5,WN,ORD,ATL,2212,4,0,0,0,0
3,24,7,AS,ORD,DFW,46,0,0,0,0,0
9,6,2,UA,DFW,ATL,2335,0,0,0,0,0
10,9,5,SW,SEA,LAX,2328,0,0,0,0,0
11,28,3,WN,ORD,ATL,348,0,0,0,0,0
8,20,4,WN,LAX,SFO,1763,45,0,0,41,1
1,10,2,UA,JFK,ORD,493,1,0,0,0,0
8,22,5,UA,SEA,ATL,52,28,31,0,0,1
8,12,1,DL,SEA,ATL,2357,49,0,0,44,1
10,24,7,SW,LAX,SFO,812,1,0,0,0,0
5,24,2,UA,DEN,ORD,1837,10,0,0,0,0
7,1,4,AS,SEA,JFK,527,10,0,0,0,0
7,11,1,SW,LAX,JFK,1930,6,0,0,0,0
2,16,6,DL,ORD,JFK,2204,48,0,45,0,1
1,20,7,AA,SFO,DEN,5,11,0,0,6,0
8,9,3,AS,SEA,SFO,1498,0,0,0,0,0
11,16,7,WN,ATL,LAX,1167,19,15,0,0,1
6,10,1,SW,DEN,ATL,1018,0,0,0,0,0
2,26,5,AA,DFW,SFO,1567,0,0,0,0,0
4,17,3,SW,SEA,SFO,1141,23,0,0,28,1
3,13,3,DL,SFO,ATL,1565,1,0,0,0,0
12,8,3,AS,SEA,LAX,819,15,12,0,0,0
1,17,5,AA,SEA,DFW,174,0,0,0,0,0
10,6,1,AS,LAX,SFO,379,4,0,0,0,0
4,3,1,DL,ORD,JFK,1596,73,0,68,0,1
9,2,3,DL,SEA,LAX,763,87,0,83,0,1
8,26,6,AS,ORD,LAX,74,0,0,0,0,0
8,16,3,UA,DEN,ORD,1967,33,0,0,34,1
11,7,1,WN,LAX,DFW,1599,2,0,0,0,0
10,9,4,WN,SEA,DFW,541,7,0,0,0,0
1,12,2,AA,ORD,SEA,1574,74,34,0,31,1
1,7,4,SW,SEA,ATL,1354,57,0,30,25,1
7,27,1,UA,ATL,ORD,2174,76,0,81,0,1
10,18,5,AA,ATL,JFK,886,0,0,0,0,0
12,8,6,AA,ORD,DFW,554,25,16,0,0,1
6,19,4,AS,SFO,LAX,459,0,0,0,0,0
1,20,6,SW,SEA,ATL,544,10,0,0,0,0
5,22,3,UA,DEN,SEA,561,22,18,0,0,1
12,10,3,DL,LAX,ATL,2283,111,35,70,0,1
11,12,5,DL,DEN,JFK,1159,0,0,0,0,0
10,26,6,UA,ORD,ATL,2020,84,0,89,0,1
4,26,4,AA,SEA,JFK,571,4,0,0,0,0
8,28,6,DL,SEA,DFW,65,6,0,0,0,0
9,12,1,AA,SFO,LAX,17,11,14,0,0,0
7,16,7,AA,SFO,DFW,221,8,0,0,8,0
5,10,1,DL,DFW,SFO,1336,27,0,0,24,1
12,24,3,DL,LAX,SEA,1310,0,0,0,0,0
6,24,4,AA,LAX,JFK,2149,4,0,0,0,0
12,13,5,DL,SEA,ORD,1590,30,0,0,20,1
5,21,6,SW,JFK,DFW,2240,0,0,0,0,0
4,24,6,WN,JFK,SEA,363,39,0,0,41,1
10,6,2,AA,SFO,DFW,2002,10,0,0,0,0
4,26,6,DL,DFW,SFO,1658,76,0,71,0,1
4,25,2,WN,JFK,DFW,765,0,0,0,0,0
4,24,5,UA,ORD,ATL,559,3,0,0,0,0
12,1,1,WN,DFW,LAX,717,4,0,0,0,0
8,22,1,SW,ORD,SFO,37,0,0,0,0,0
6,27,3,AS,SFO,LAX,1593,56,59,0,0,1
4,18,2,AA,ATL,LAX,1611,0,0,0,0,0
3,25,7,WN,ORD,LAX,2018,0,0,0,0,0
7,24,5,AS,ATL,DEN,1645,23,0,0,28,1
4,18,3,AA,DFW,DEN,141,4,0,0,0,0
3,21,3,AA,ATL,SEA,1937,34,0,0,31,1
